,country,city,topics,category,members,rating,geo
93,NL,Amsterdam,"['Work At Home', 'Social Networking', 'Freelance', 'Coworking', 'Professional Networking', 'Entrepreneurship', 'Startup Businesses', 'Creative Freelancers', 'Freelance Content Writers', 'Freelance Communication & Marketing Professionals', 'Technology Startups', 'coworking space', 'Freelancer Networking']",career/business,127,0,"(52.374436, 4.8979956033677)"
94,NL,Amsterdam,"['Graphic Design', 'Product Design', 'Professional Development', 'Social Networking', 'Freelance', 'Interaction Design', 'Creative Circle', 'Business', 'Coworking', 'Professional Networking', 'Business Ideas', 'Entrepreneurship', 'Startup Businesses', 'Collaboration between Creative Minds', 'Netwerken']",career/business,205,5,"(52.374436, 4.8979956033677)"
95,DE,Köln,"['Small Business', 'Freelance', 'Coworking', 'Professional Networking', 'Presentations', 'Seminars', 'Entrepreneurship', 'Courses and Workshops', 'Startup Businesses', 'Creative Freelancers', 'Private Equity', 'start-ups', 'Business Strategy and Coworking', 'coworking space']",career/business,99,0,"(52.374436, 4.8979956033677)"
96,DE,Köln,"['Photography', 'Interior Design', 'Coworking', 'Presentations', 'Communication', 'Courses and Workshops', 'Exhibitions', 'Art Galleries', 'Creativity', 'Blogging', 'Creative Projects']",career/business,152,5,"(52.374436, 4.8979956033677)"
97,DE,Düsseldorf,"['New Technology', 'Coworking', 'Makers', 'Smart Home', 'Internet of Things', 'machine-to-machine', 'Makerspaces', 'M2M Devices', 'Sensors', 'IOT hacking', 'Smart Sensors', 'M2M']",tech,82,4,"(52.374436, 4.8979956033677)"
98,NL,Amsterdam,"['Small Business', 'Work At Home', 'Freelance', 'Coworking', 'Professional Networking', 'Entrepreneurship', 'Startup Businesses', 'Creative Freelancers', 'Coworkers', 'start-ups', 'Business Strategy and Coworking', 'Co-working Space', 'coworking space', 'coworking artistic space']",career/business,16,0,"(52.374436, 4.8979956033677)"
99,NL,Amsterdam,"['Education & Technology', 'Coworking', 'Entrepreneurship', 'Courses and Workshops', 'Startup Businesses', 'Social Innovation', 'Social Entrepreneurship', 'Creativity', 'Workshop']",career/business,207,4.4,"(52.374436, 4.8979956033677)"
100,NL,Den Haag,"['Small Business', 'Freelance', 'Coworking', 'Professional Networking', 'Entrepreneurship', 'Startup Businesses', 'Creative Freelancers', 'Social Entrepreneurship', 'Thinktank', 'Lean Startup', 'Sustainability & Sustainable Community Building', 'Technology Startups', 'Co-working Space', 'Freelancer Networking', 'problemsolving']",career/business,1,0,"(52.374436, 4.8979956033677)"
101,NO,Oslo,"['Digital Photography', 'Photography', 'Graphic Design', 'Self-Improvement', 'Freelance', 'Creative Circle', 'Coworking', 'Professional Networking', 'Artists', 'Writing', 'Creative Freelancers', 'Collaboration between Creative Minds', 'Creativity', 'Makers']",fine arts/culture,197,4.98,"(59.9132694, 10.7391112)"
102,DK,Copenhagen,"['Innovation', 'New Technology', 'Coworking', 'Entrepreneurship', 'Hacking', 'Startup Businesses', 'Makers', 'Makerspaces', 'Technology Startups', 'Co-working Space', 'hackerspace', 'Hackers and Makers']",tech,200,3.5,"(55.6867243, 12.5700724)"
103,FI,Helsinki,"['New Technology', 'Coworking', 'Play', 'Creativity', 'Makers', 'Makerspaces', 'Hackers and Makers']",tech,78,4.5,"(60.1666277, 24.9435079)"
104,FI,Sipoo,"['Small Business', 'Freelance', 'Coworking', 'Professional Networking', 'Entrepreneurship', 'Home office', 'Home Office and Telecommuting Professionals', 'Telework', 'Lync', 'Telecommute', 'Digitalisation']",career/business,18,0,"(60.1666277, 24.9435079)"
105,SE,Stockholm,"['Web Design', 'Coworking', 'Entrepreneurship', 'Startup Businesses']",tech,590,4.7,"(59.3251172, 18.0710935)"
106,SE,Stockholm,"['Nightlife', 'Social Networking', 'New Technology', 'Web Technology', 'Technology', 'Coworking', 'Creative Problem Solving', 'Hacking', 'Computer programming', 'Open innovation', 'Makerspaces', 'After work', 'Hack', 'hackspaces']",tech,987,4.84,"(59.3251172, 18.0710935)"
107,SE,Stockholm,"['Small Business', 'Work At Home', 'Freelance', 'Coworking', 'Entrepreneurship', 'Startup Businesses', 'Creative Freelancers', 'Remote Workers', 'Co-Workers', 'Technology Startups', 'start-ups', 'Business Strategy and Coworking', 'Co-working Space', 'coworking space']",career/business,259,4.95,"(59.3251172, 18.0710935)"
108,SE,Stockholm,"['Coworking', 'Entrepreneurship', 'Co Working', 'Startup Businesses', 'Resource Sharing', 'Knowledge Sharing', 'Coworkers', 'Co-Workers', 'Technology Startups', 'Business Strategy and Coworking', 'Co-working Space']",career/business,133,4.93,"(59.3251172, 18.0710935)"
109,SE,Uppsala,"['Coworking', 'Professional Networking', 'Entrepreneurship', 'Startup Businesses', 'Technology Startups']",career/business,172,4.87,"(59.3251172, 18.0710935)"
110,SE,Stockholm,"['Work At Home', 'Freelance', 'Coworking', 'Entrepreneurship', 'Creative Freelancers', 'Freelancer Networking']",career/business,20,5,"(59.3251172, 18.0710935)"
111,SE,Stockholm,"['Marketing', 'Innovation', 'Software Development', 'New Technology', 'Coworking', 'Leadership', 'Women Entrepreneurs', 'Web Development', 'Entrepreneurship', 'Entrepreneur Networking', 'Startup Businesses', 'Lean Startup', 'Technology Startups', 'Internet Startups']",career/business,2145,5,"(59.3251172, 18.0710935)"
112,SE,Uppsala,"['International and Exchange Students', 'Expat', 'Language & Culture', 'Coworking', 'Entrepreneur Networking', 'Startup Businesses']",language/ethnic identity,184,5,"(59.3251172, 18.0710935)"
113,SE,Stockholm,"['Small Business', 'Freelance', 'Coworking', 'Young Professionals', 'Professional Networking', 'Small Business Marketing Strategy', 'Entrepreneurship', 'Entrepreneur Networking', 'Young Entrepreneur', 'Startup Businesses', 'Social Entrepreneurship', 'Coworkers', 'Technology Startups', 'Co-working Space', 'coworking space']",career/business,128,5,"(59.3251172, 18.0710935)"
114,PL,Warsaw,"['Tea', 'Coffee', 'Small Business', 'Social Networking', 'Coworking', 'Coffee and Tea Socials', 'Startup Businesses', 'Creative Freelancers', 'Collaboration between Creative Minds', 'Coffeehouse']",career/business,55,0,"(52.2319237, 21.0067265)"
115,PL,Warsaw,"['Work At Home', 'Web Design', 'Software Development', 'Freelance', 'Web Technology', 'Coworking', 'Web Development', 'Professional Networking', 'Entrepreneurship', 'Mobile Development', 'Creative Freelancers', 'Freelance Content Writers', 'Freelance Communication & Marketing Professionals', 'Freelancer Networking']",career/business,307,4.93,"(52.2319237, 21.0067265)"
116,FR,Paris,"['Freelance', 'Coworking', 'Courses and Workshops', 'Ruby On Rails', 'Startup Businesses', 'Crowdfunding', 'Creative Freelancers', 'Coworkers', 'Formations', 'Internet Startups', 'start-ups', 'Co-working Space', 'coworking space', 'Co-creation and Co-production', 'Peer2Peer']",career/business,355,4.59,"(48.8565056, 2.3521334)"
117,FR,Paris,"['Marketing', 'Social Networking', 'Social', 'Coworking', 'Professional Networking', 'Business Strategy', 'Entrepreneurship', 'Entrepreneur Networking', 'Startup Businesses', 'Lean Startup', 'Startup Pitching', 'Internet Startups']",career/business,753,4.67,"(48.8565056, 2.3521334)"
118,FR,Paris,"['Innovation', 'Coworking', 'Open innovation', 'Coworkers', 'Laboratory', 'Lab', 'Workplace', 'Co-working Space', 'Maker Innovation Ecosystem', 'coworking space', 'Disruptive innovation', 'Living lab', 'Ideators & Inventors & Innovators', 'Fab lab', 'Co-innovation platform']",career/business,49,0,"(48.8565056, 2.3521334)"
119,FR,Paris,"['Small Business', 'Freelance', 'Coworking', 'Entrepreneurship', 'Startup Businesses', 'Creative Freelancers', 'Sacramento Coworking', 'Coworkers', 'start-ups', 'Business Strategy and Coworking', 'Co-working Space', 'coworking space']",career/business,112,0,"(48.8565056, 2.3521334)"
120,FR,Paris,"['Small Business', 'Professional Development', 'Freelance', 'Coworking', 'Professional Networking', 'Collaboration between Creative Minds', 'Co-working Space', 'coworking space']",career/business,57,4,"(48.8565056, 2.3521334)"
121,FR,Paris,"['Innovation', 'Coworking', 'Entrepreneurship', 'Collaboration', 'Startup Businesses', 'Social Entrepreneurship', 'Sustainable Social and Economic Development', 'Knowledge Sharing', 'Makerspaces', 'Collaborative Consumption', 'Business Model Innovation & Collaboration', 'fablabs']",career/business,58,5,"(48.8565056, 2.3521334)"
122,FR,Paris,"['Innovation', 'Social Networking', 'New Technology', 'Coworking', 'Inspirational', 'Learning', 'Entrepreneurship', 'Healthy Living', 'Collaboration', 'Startup Businesses', 'Productivity', 'Creative Freelancers', 'Knowledge Sharing', 'Internet Startups', 'Business Strategy and Coworking', 'Co-working Space']",career/business,291,4.5,"(48.8565056, 2.3521334)"
123,FR,Paris,"['Small Business', 'Innovation', 'Professional Development', 'New Technology', 'Freelance', 'Internet Professionals', 'Social', 'Coworking', 'Business Strategy', 'Entrepreneurship', 'Startup Businesses', 'Coworkers', 'Technology Startups']",career/business,878,4.78,"(48.8565056, 2.3521334)"
124,FR,Guyancourt,"['Small Business', 'New Technology', 'Technology', 'Coworking', 'Entrepreneurship', 'Startup Businesses', 'Réseau Social Pour les Entrepreneurs', ""Créateurs d'entreprise"", 'Coworkers', 'Co-working Space', 'Projets entrepreneuriaux', 'coworking space']",career/business,69,0,"(48.8565056, 2.3521334)"
125,FR,Paris,"['Small Business', 'Work At Home', 'Self-Improvement', 'Expat', 'Freelance', 'Coworking', 'Professional Networking', 'Entrepreneurship', 'Entrepreneur Networking', 'Work-Life Balance', 'Collaboration', 'Workshop', 'Knowledge Sharing', 'start-ups']",career/business,75,4,"(48.8565056, 2.3521334)"
126,FR,Paris,"['Work At Home', 'Web Design', 'Graphic Design', 'Freelance', 'Coworking', 'Creative Freelancers', 'Journalism', 'Freelancer Networking']",career/business,370,5,"(48.8565056, 2.3521334)"
127,FR,Paris,"['Small Business', 'Freelance', 'Coworking', 'Professional Networking', 'Entrepreneurship', 'Collaboration', 'Startup Businesses', 'Knowledge Sharing', 'start-ups']",career/business,14,0,"(48.8565056, 2.3521334)"
128,FR,Paris,"['Work At Home', 'Social Networking', 'Freelance', 'Coworking', 'International Travel', 'Creative Freelancers', 'Translators', 'Global Nomad', 'Virtual Freelancers', 'Freelance Content Writers', 'Freelance Communication & Marketing Professionals', 'Location Independent Businesses', 'Freelancer Networking', 'Digital Nomads', 'nomads']",career/business,142,5,"(48.8565056, 2.3521334)"
129,FR,Paris,"['Web Standards', 'Web Design', 'Graphic Design', 'New Media', 'New Technology', 'Freelance', 'Coworking', 'Social Media', 'Web Development', 'Online Marketing', 'Digital Media', 'Social Media Marketing', 'Computer programming', 'Technology Startups']",tech,2370,4.78,"(48.8565056, 2.3521334)"
130,FR,Malakoff,"['Small Business', 'Coworking', 'Women Entrepreneurs', 'Professional Networking', 'Business Strategy', 'Entrepreneurship', 'Entrepreneur Networking', 'Startup Businesses', 'Lean Startup', 'Startup Pitching', 'Coworkers', 'start-ups', 'Business Strategy and Coworking', 'coworking space']",career/business,410,4.82,"(48.8565056, 2.3521334)"
131,FR,Paris,"['Photography', 'Web Design', 'Live Music', 'Freelance', 'Coworking', 'Artists', 'Start-up', 'Starting Your Own Business', 'Entrepreneurship', 'Entrepreneur Networking', 'Creative Freelancers', 'Business start up', 'Collaboration between Creative Minds', 'Co-working Space']",career/business,129,0,"(48.8565056, 2.3521334)"
132,FR,Paris,"['Small Business', 'Freelance', 'Coworking', 'Business Strategy', 'Entrepreneurship', 'Creative Freelancers', 'Incubator', 'Coworkers', 'Business Incubation', 'start-ups', 'Business Strategy and Coworking', 'coworking space']",career/business,132,4.25,"(48.8565056, 2.3521334)"
133,FR,Suresnes,"['Small Business', 'Work At Home', 'Meetup', 'Freelance', 'Coworking', 'Business Referral Networking', 'Entrepreneurship', 'Entrepreneur Networking', 'Startup Businesses', 'Collaboration between Creative Minds', 'start-ups', 'Co-working Space']",career/business,53,5,"(48.8565056, 2.3521334)"
134,FR,Paris,"['Technology', 'Coworking', 'Online Marketing', 'Business Development', 'Silicon Valley', 'Entrepreneurship', 'Angel Investors', 'Venture Capital', 'Startup Pitching', 'Technology Startups', 'Internet Startups', 'start-ups', 'Startup Accelerators']",career/business,373,5,"(48.8565056, 2.3521334)"
135,FR,Paris,"['Work at Home Moms', 'Working Moms', 'Coworking', 'Women Entrepreneurs', 'Family', 'Entrepreneurship', 'Entrepreneur Networking', 'Startup Businesses', 'Creative Freelancers', 'Professional Women', 'Women ""StartUp"" Entrepreneurs', 'Technology Startups', 'Active Parents']",parents/family,288,4,"(48.8565056, 2.3521334)"
136,FR,Amiens,"['Small Business', 'Business Activists', 'Freelance', 'Coworking', 'Professional Networking', 'Entrepreneurship', 'Entrepreneur Networking', 'Young Entrepreneur', 'Startup Businesses', 'Social Entrepreneurship', 'Coworkers', 'start-ups', 'Co-working Space', 'coworking space', 'Freelancer Networking']",career/business,89,4.67,"(48.8565056, 2.3521334)"
137,FR,Paris,"['Small Business', 'Parents', 'Working Moms', 'Coworking', 'Family', 'Entrepreneurship', 'Creative Freelancers', 'Coworkers', 'start-ups', 'Co-working Space', 'coworking space']",career/business,38,5,"(48.8565056, 2.3521334)"
138,FR,Paris,"['Work At Home', 'Freelance', 'Coworking', 'Professional Networking', 'Entrepreneurship', 'Startup Businesses', 'Creative Freelancers', 'Collaboration between Creative Minds', 'Freelance Content Writers', 'Freelance Communication & Marketing Professionals', 'Freelance Journalists', 'women freelance writers', 'Co-working Space', 'Freelancer Networking']",career/business,109,4.64,"(48.8565056, 2.3521334)"
139,FR,Paris,"['Small Business', 'Work At Home', 'Graphic Design', 'Professional Development', 'Social Networking', 'Freelance', 'Coworking', 'Information Technology', 'Web Development', 'Professional Networking', 'Entrepreneurship', 'Entrepreneur Networking', 'Startup Businesses', 'Creative Freelancers']",career/business,612,4.31,"(48.8565056, 2.3521334)"
140,FR,Paris,"['Small Business', 'Nutrition', 'Coworking', 'Healthy Eating', 'Entrepreneurship', 'Entrepreneur Networking', 'Urban Gardening', 'local', 'Sustainable Development', 'Projets engagés & citoyens', 'Entrepreneuriat écologique et social', 'Économie sociale et solidaire', 'Circuits courts', 'Implication locale']",career/business,64,5,"(48.8565056, 2.3521334)"
141,FR,Paris,"['Small Business', 'E-Business Owners', 'Innovation', 'Business', 'Business Coaching', 'Coworking', 'Business Referral Networking', 'Women Entrepreneurs', 'Business Strategy', 'Entrepreneurship', 'Small Business Networking', 'Small Business Owners', 'Startup Businesses', 'Women Small Business Owners', 'Executive Coaching']",career/business,38,0,"(48.8565056, 2.3521334)"
142,FR,Paris,"['Work At Home', 'Freelance', 'Coworking', 'Coffee Lovers', 'Networking for Job Seekers', 'Coworkers', 'Coffee Shops']",career/business,239,4.79,"(48.8565056, 2.3521334)"
143,FR,Villeneuve-Saint-Georges,"['Self-Improvement', 'Professional Development', 'Work at Home Moms', 'Freelance', 'Working Moms', 'Coworking', 'Women Entrepreneurs', 'Professional Networking', 'Business Strategy', 'Business Development', 'Entrepreneurship', 'Entrepreneur Networking']",career/business,26,0,"(48.8565056, 2.3521334)"
144,FR,Mennecy,"['Small Business', 'Social Networking', 'Freelance', ""Women's Social"", 'Coworking', 'Women Entrepreneurs', 'Professional Networking', 'Small Business Marketing Strategy', 'Personal Branding', 'Entrepreneurship', 'Entrepreneur Networking']",career/business,19,4.67,"(48.8565056, 2.3521334)"
145,FR,Paris,"['Freelance', 'Coworking', 'Women Entrepreneurs', 'Professional Networking', 'Entrepreneurship', 'Entrepreneur Networking', 'Startup Businesses', 'Lean Startup', 'Startup Pitching', 'Coworkers', 'Technology Startups', 'start-ups', 'Co-working Space', 'coworking space']",career/business,57,0,"(48.8565056, 2.3521334)"
